name,online_order,book_table,rate,sentiment,votes,location,rest_type,cuisines_cleaned,approx_cost(for two people),listed_in(type),online_order_label,book_table_label
Delitz Creamvilla Cafe,1,0,4.0,Excellent,74,6,23,"Cafe, Desserts, Ice Cream",600.0,2,Yes,No
Bathinda Dine,1,0,4.0,Excellent,236,6,27,North Indian,950.0,2,Yes,No
Xtreme Sports Bar,1,1,4.0,Excellent,942,76,73,"Continental, Chinese, North Indian",1300.0,2,Yes,Yes
The Grub Central,1,1,4.0,Excellent,803,22,19,"Cafe, Italian, Continental",700.0,2,Yes,Yes
Roots,1,1,4.5,Excellent,1878,41,28,"North Indian, South Indian, Chinese, Continental, Mangalorean",1200.0,2,Yes,Yes
The Flying Cup,1,0,4.2,Excellent,236,76,78,"Beverages, Fast Food, Tea",150.0,2,Yes,No
Kadala Teera,1,0,3.8,Good,46,76,27,"Seafood, South Indian",600.0,2,Yes,No
Wangs Kitchen,1,0,2.4,Bad,438,22,27,Chinese,1000.0,2,Yes,No
Cilantro,1,1,4.0,Excellent,281,44,28,"European, American, Continental, North Indian, Steak",1500.0,2,Yes,Yes
Shift,1,1,4.2,Excellent,1884,22,63,"Finger Food, Continental, North Indian",1500.0,2,Yes,Yes
Cinnamon,1,0,3.9,Good,450,22,27,"North Indian, Chinese, Biryani",550.0,2,Yes,No
Me And My Cake,0,0,3.2,Good,4,7,91,"Bakery, Desserts",500.0,2,No,No
Tangerine - Davanam Sarovar Portico Suites,1,1,4.0,Excellent,150,42,27,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,2,Yes,Yes
Parivaar Eat House,1,0,2.4,Bad,0,19,39,"North Indian, Biryani",500.0,2,Yes,No
Sumai Foods,0,0,3.2,Good,4,7,39,"North Indian, Chinese, Fast Food",350.0,2,No,No
9 Bowls,1,0,3.7,Good,0,41,78,"Healthy Food, Continental, North Indian, Chinese",500.0,2,Yes,No
Moonlights Kitchens,0,0,3.7,Good,0,41,39,"North Indian, Chinese",400.0,2,No,No
Night Panda,0,0,3.8,Good,196,41,39,"Fast Food, Chinese, North Indian, American",500.0,2,No,No
Aamaravathi Biryani Zone,1,0,5.0,Excellent,0,19,39,Biryani,300.0,2,Yes,No
The Hyderbadi Chefs,1,0,3.4,Good,4,19,78,"South Indian, North Indian, Chinese",400.0,2,Yes,No
Krutunga Restaurant,0,0,3.4,Good,20,19,27,"Chinese, North Indian, South Indian",700.0,2,No,No
Wedding Biryani,0,0,3.7,Good,0,22,78,"Biryani, Kebab",600.0,2,No,No
Hungry Monster,1,0,4.7,Excellent,0,22,92,"Biryani, Chinese, North Indian",300.0,2,Yes,No
Tea Villa Cafe,1,1,4.2,Excellent,860,22,22,"Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800.0,3,Yes,Yes
Onesta,1,1,4.4,Excellent,3764,22,29,"Pizza, Cafe, Italian",600.0,3,Yes,Yes
Cakewala,1,0,4.3,Excellent,229,22,0,"Bakery, Desserts",500.0,3,Yes,No
Amour Fine Patisserie,1,1,4.0,Excellent,82,22,23,"Cafe, Desserts, Continental",500.0,3,Yes,Yes
Corner House Ice Cream,0,0,4.4,Excellent,790,22,40,"Ice Cream, Desserts",400.0,3,No,No
Amma's Pastries,0,0,4.1,Excellent,146,22,40,Bakery,400.0,3,No,No
Third Wave Coffee Roasters,1,0,4.2,Excellent,141,22,19,"Cafe, Continental",800.0,3,Yes,No
XO Belgian Waffle,1,0,4.5,Excellent,144,22,40,"Desserts, Beverages",400.0,3,Yes,No
Caffe Pascucci,1,1,4.1,Excellent,720,22,19,"Cafe, Continental, Pizza, Italian, Beverages",950.0,3,Yes,Yes
Apsara Ice Cream,0,0,4.5,Excellent,194,22,40,"Ice Cream, Desserts",200.0,3,No,No
The Belgian Waffle Co.,1,0,4.1,Excellent,130,22,40,"Desserts, Beverages",350.0,3,Yes,No
Kanti Sweets,1,0,3.8,Good,151,22,90,"Mithai, Street Food",400.0,3,Yes,No
Polar Bear,1,0,4.0,Excellent,221,22,40,"Ice Cream, Desserts, Beverages, Sandwich",400.0,3,Yes,No
The Waffle Street,1,0,3.9,Good,46,22,82,"Continental, Beverages, Burger, Coffee, Desserts",300.0,3,Yes,No
Cake Cafe,1,0,4.0,Excellent,158,22,0,"Bakery, Desserts",300.0,3,Yes,No
Bubble Bee,1,0,3.9,Good,46,22,40,"Beverages, Bubble Tea, Desserts",400.0,3,Yes,No
Ibaco,1,0,4.0,Excellent,59,22,40,Desserts,300.0,3,Yes,No
Kawaii,1,0,3.8,Good,139,22,40,"Desserts, Ice Cream",500.0,3,Yes,No
The Chocolate Room,1,0,3.9,Good,205,22,20,"Cafe, Bakery, Fast Food, Desserts",600.0,3,Yes,No
Shubh Sweets,0,0,3.9,Good,331,22,87,"Street Food, Mithai, Momos",400.0,3,No,No
House Stark Cafe,1,0,3.9,Good,44,22,19,"Cafe, Desserts, Fast Food, Burger",300.0,3,Yes,No
The Waffles Hut,1,0,4.1,Excellent,163,22,40,Desserts,400.0,3,Yes,No
Thanco's Natural Ice Cream,1,0,3.9,Good,102,22,40,"Ice Cream, Desserts",450.0,3,Yes,No
Amrutha Sweets,0,0,4.1,Excellent,116,22,78,"Street Food, Mithai",200.0,3,No,No
NutBerry,1,0,3.7,Good,34,22,42,"Beverages, Desserts, Fast Food",150.0,3,Yes,No
IceBreakers,1,0,3.6,Good,8,22,40,"Desserts, Ice Cream",400.0,3,Yes,No
L J Iyengar Bakery,0,0,3.9,Good,53,22,0,Bakery,100.0,3,No,No
Cupcake Noggins,0,0,4.1,Excellent,106,22,40,"Desserts, Bakery",300.0,3,No,No
Chef Baker's,1,0,3.8,Good,204,22,2,"Continental, Cafe, Desserts, Italian, Bakery",600.0,3,Yes,No
Kwality Cakes N Bakes,1,0,3.7,Good,93,22,0,"Bakery, Desserts",350.0,3,Yes,No
Pabrai's Fresh & Naturelle Icecreams,1,0,4.3,Excellent,324,22,40,"Ice Cream, Desserts",180.0,3,Yes,No
Cream Stone,1,0,4.2,Excellent,1022,22,40,"Desserts, Beverages",500.0,3,Yes,No
Shree Mahalakshmi Sweets,1,0,3.3,Good,10,22,88,"Mithai, Street Food",100.0,3,Yes,No
Mr. Meetharam,1,0,2.8,Bad,75,22,40,"Mithai, Street Food",150.0,3,Yes,No
The Humble Pie,1,0,3.9,Good,34,22,3,"Desserts, Bakery",200.0,3,Yes,No
Waffle Stories,1,0,5.0,Excellent,0,22,40,"Desserts, Beverages",300.0,3,Yes,No
Cream Chemistry,1,0,3.9,Good,75,22,40,"Ice Cream, Desserts",500.0,3,Yes,No
Popular Bakery,0,0,3.7,Good,36,22,41,"Desserts, Bakery",600.0,3,No,No
Just Bake,1,0,3.6,Good,154,22,0,"Bakery, Desserts",400.0,3,Yes,No
The Open Cafe,1,0,3.7,Good,15,22,19,"Cafe, Chinese, Continental",500.0,3,Yes,No
Calvin's,1,0,3.8,Good,22,22,46,Desserts,800.0,3,Yes,No
KC Das - Sweet Corner,0,0,2.9,Bad,46,22,90,"Mithai, Street Food",200.0,3,No,No
Paanwadi,0,0,3.3,Good,6,22,40,"Desserts, Paan",100.0,3,No,No
Food Theory,0,0,2.6,Bad,56,22,39,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500.0,3,No,No
The Wicked Cup,0,0,3.9,Good,56,22,19,"Cafe, Sandwich, Fast Food, Beverages, Desserts",350.0,3,No,No
Baskin Robbins,1,0,3.7,Good,42,22,40,"Ice Cream, Desserts",250.0,3,Yes,No
Juice Shop,1,0,3.7,Good,15,22,92,"Juices, Beverages, Ice Cream",150.0,3,Yes,No
Warm Oven,1,0,4.0,Excellent,153,22,0,"Bakery, Desserts",500.0,3,Yes,No
Mumbai Kulfi,1,0,4.0,Excellent,92,22,40,Ice Cream,100.0,3,Yes,No
Havmor - Hav Funn,0,0,3.3,Good,6,22,40,Ice Cream,300.0,3,No,No
56 Bhoga Sweets,0,0,3.6,Good,51,22,92,"Mithai, Street Food",150.0,3,No,No
Dhaba Express,1,0,3.7,Good,175,22,92,"Biryani, Fast Food, North Indian, Chinese",400.0,3,Yes,No
Fritz Haber,1,0,4.1,Excellent,398,22,40,"Ice Cream, Desserts",450.0,3,Yes,No
Artinci Artisanal Ice Cream,1,0,3.5,Good,7,22,40,"Ice Cream, Desserts",300.0,3,Yes,No
Sweet Chariot,0,0,3.5,Good,50,22,3,"Bakery, Fast Food",500.0,3,No,No
Maruti Sweets,1,0,5.0,Excellent,0,22,91,"Mithai, Street Food",150.0,3,Yes,No
Intriicake,1,0,3.8,Good,34,22,79,"Bakery, Desserts, Italian, North Indian, Fast Food",350.0,3,Yes,No
Tempteys,1,0,3.7,Good,39,22,16,Beverages,500.0,3,Yes,No
Patville,0,0,4.0,Excellent,104,22,40,Desserts,300.0,3,No,No
Kairos,0,0,3.8,Good,63,22,19,"Cafe, Italian, European",1000.0,3,No,No
The Sweet Paisley,0,0,3.7,Good,0,22,41,"Desserts, Bakery",300.0,3,No,No
Sofiya Cakes,0,0,4.0,Excellent,0,22,0,"Bakery, Desserts",300.0,3,No,No
Waffle Secrets,0,0,5.0,Excellent,0,22,40,Desserts,200.0,3,No,No
Sweet Truth,1,0,4.0,Excellent,48,22,39,"Bakery, Desserts",500.0,3,Yes,No
The French Loaf,1,0,3.1,Good,15,22,3,"Bakery, Desserts, Sandwich",400.0,3,Yes,No
The Duke of Juices,1,0,2.8,Bad,5,22,78,"Juices, Beverages, Salad",200.0,3,Yes,No
Shree Mithai,0,0,3.7,Good,31,22,78,"Desserts, Street Food, Mithai",150.0,3,No,No
Fork n Dough,0,0,3.7,Good,0,22,6,"Bakery, Fast Food",200.0,3,No,No
Cake of the Day,0,0,3.5,Good,0,22,3,Bakery,150.0,3,No,No
Poojary Bakery And Sweets,0,0,4.0,Excellent,0,22,38,"Bakery, Juices",200.0,3,No,No
Sree Balaji Sweets Shop,0,0,3.7,Good,0,22,88,"Mithai, Street Food",250.0,3,No,No
NR Bakery,0,0,3.7,Good,0,22,0,"Bakery, Juices, Coffee, Tea",150.0,3,No,No
Bombay Kulfis,1,0,3.4,Good,8,22,40,Ice Cream,200.0,3,Yes,No
Kulfisthan,1,0,3.4,Good,5,22,40,Ice Cream,150.0,3,Yes,No
Amul Ice Cream,1,0,3.7,Good,0,22,40,"Desserts, Ice Cream",100.0,3,Yes,No
Waffle In The Box,1,0,4.0,Excellent,0,22,40,Desserts,300.0,3,Yes,No
Havmor,0,0,3.7,Good,0,22,40,Ice Cream,200.0,3,No,No
The Baker's,0,0,2.4,Bad,32,22,6,"Bakery, Fast Food",500.0,3,No,No
Carnival Cakes & Breads,0,0,3.5,Good,49,22,6,"Bakery, Fast Food",200.0,3,No,No
Homemade Delite,0,0,3.6,Good,21,22,91,"Bakery, Desserts",200.0,3,No,No
Cheesecake Alley,0,0,3.1,Good,8,22,0,"Bakery, Desserts",400.0,3,No,No
Iyengar Cake Mane,0,0,3.7,Good,0,22,3,"Bakery, Desserts",200.0,3,No,No
Insta Cakes,0,0,3.7,Good,0,22,0,"Bakery, Sandwich, Juices",400.0,3,No,No
Mist n Creams,0,0,3.9,Good,38,22,40,Ice Cream,400.0,3,No,No
Master Bake,0,0,3.7,Good,0,22,92,Bakery,300.0,3,No,No
Ice Cream Buggy,0,0,3.1,Good,21,80,58,Ice Cream,100.0,3,No,No
TGS Retails,0,0,3.3,Good,4,22,92,"Bakery, Desserts",600.0,3,No,No
Goodness! Beverages,0,0,3.7,Good,0,22,39,Beverages,250.0,3,No,No
Taste Me,0,0,3.7,Good,0,22,88,Mithai,300.0,3,No,No
Igloo Shakez & Bytez,0,0,3.1,Good,7,22,17,"Beverages, Fast Food, Desserts",300.0,3,No,No
Ella,0,0,3.7,Good,0,22,40,Desserts,200.0,3,No,No
Madeleine,0,0,3.7,Good,0,22,0,Bakery,400.0,3,No,No
Stoned Monkey,1,0,3.9,Good,230,22,40,"Desserts, Ice Cream",500.0,3,Yes,No
Krispy Kreme,1,0,3.9,Good,150,22,40,"Desserts, Beverages",300.0,3,Yes,No
Cake Dilim,1,0,3.7,Good,90,22,0,"Bakery, Desserts",400.0,3,Yes,No
Keventers,1,0,3.6,Good,11,22,16,"Desserts, Beverages, Ice Cream",400.0,3,Yes,No
Lassi Plaza,1,0,1.0,Bad,0,22,78,"Desserts, Beverages",100.0,3,Yes,No
CakeBox,1,0,3.5,Good,18,22,0,"Bakery, Desserts",400.0,3,Yes,No
Bistro Claytopia,1,1,4.1,Excellent,1847,41,19,"Cafe, American, Italian, Burger",600.0,3,Yes,Yes
Vegan Heat,1,0,4.1,Excellent,314,41,92,"Healthy Food, Salad",650.0,3,Yes,No
eat.fit,1,0,4.5,Excellent,634,6,39,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,3,Yes,No
Bakingo,1,0,4.0,Excellent,75,41,0,"Bakery, Desserts",500.0,3,Yes,No
Spice It - Ibis Hotel,0,1,3.0,Good,74,7,27,"Asian, Continental, European, Fast Food, North Indian, Mughlai, South Indian",1200.0,3,No,Yes
Royal Bakes,0,0,3.7,Good,0,41,0,Bakery,200.0,3,No,No
Desserts Tree,1,0,3.8,Good,86,41,88,"Mithai, Desserts",100.0,3,Yes,No
Cafe Coffee Day,1,0,3.1,Good,13,76,19,"Cafe, Fast Food",900.0,3,Yes,No
Papacream,0,0,3.8,Good,28,76,40,"Desserts, Ice Cream",350.0,3,No,No
Sapna bakery,0,0,3.0,Good,0,7,78,"Bakery, Kerala",250.0,3,No,No
Oven Fresh,0,0,1.0,Bad,0,76,0,"Bakery, Fast Food",600.0,3,No,No
Cake Menu,1,0,3.2,Good,11,7,0,Bakery,400.0,3,Yes,No
Melting Melodies,1,0,3.7,Good,0,41,0,"Bakery, Desserts",600.0,3,Yes,No
Sky Bakery and Cafe,0,0,3.7,Good,0,7,2,"Bakery, Cafe",350.0,3,No,No
Me And My Cake,0,0,3.2,Good,4,7,91,"Bakery, Desserts",500.0,3,No,No
Lulu Bakes & Sweets,0,0,3.7,Good,0,7,0,Bakery,300.0,3,No,No
Still Sipping,1,1,4.4,Excellent,0,22,19,"Cafe, Continental, Coffee",800.0,4,Yes,Yes
Amour Fine Patisserie,1,1,4.0,Excellent,82,22,23,"Cafe, Desserts, Continental",500.0,4,Yes,Yes
Blk Plus Wht,0,0,4.3,Excellent,116,22,29,"Asian, Thai, North Indian",800.0,4,No,No
Hammered,0,0,3.9,Good,0,22,10,"North Indian, South Indian, Continental, Asian",1200.0,4,No,No
TBC Sky Lounge,0,1,4.7,Excellent,6745,22,28,"Continental, Asian, Italian, North Indian",1000.0,4,No,Yes
Zee5 Loft,1,0,4.4,Excellent,792,22,19,"Cafe, Burger, Pizza, Sandwich",700.0,4,Yes,No
Shift,1,1,4.2,Excellent,1884,22,63,"Finger Food, Continental, North Indian",1500.0,4,Yes,Yes
Hangover,1,1,4.3,Excellent,797,22,10,"Asian, Continental, Finger Food",1500.0,4,Yes,Yes
House Of Commons,0,1,4.7,Excellent,3573,22,8,"Continental, Asian, North Indian",1000.0,4,No,Yes
Broadway - The Gourmet Theatre,1,1,4.2,Excellent,1149,22,27,"Japanese, North Indian, Italian, Korean, Mexican, Thai",1800.0,4,Yes,Yes
Onesta,1,1,4.4,Excellent,3764,22,29,"Pizza, Cafe, Italian",600.0,4,Yes,Yes
Vanilla Sky,0,1,4.6,Excellent,766,22,60,"Chinese, Continental, North Indian, Finger Food",1200.0,4,No,Yes
Baar Union,0,1,4.6,Excellent,634,22,12,"Continental, Finger Food, Asian, Chinese",850.0,4,No,Yes
Cirkus,0,1,4.3,Excellent,331,22,10,"North Indian, Continental, Fast Food, Beverages, Pizza",1400.0,4,No,Yes
Bonum cibum,1,0,4.5,Excellent,196,22,27,"Lebanese, Turkish",1200.0,4,Yes,No
Kitchen On Table,1,0,4.3,Excellent,790,22,27,"BBQ, Chinese, Japanese, Asian",1000.0,4,Yes,No
Al Daaz,1,0,4.2,Excellent,583,22,27,"North Indian, Continental, BBQ",550.0,4,Yes,No
Here & Now,0,0,4.6,Excellent,1582,22,19,"Cafe, American, Burger, Beverages",750.0,4,No,No
Baithak,0,0,4.2,Excellent,1383,22,28,"Continental, North Indian, Mughlai",1100.0,4,No,No
The Rasoiya Street,1,1,4.1,Excellent,1324,22,27,"North Indian, Continental, Mediterranean, Chinese",800.0,4,Yes,Yes
Once Upon A Flame,1,0,4.5,Excellent,2069,22,27,"Steak, Continental, Burger, BBQ",1200.0,4,Yes,No
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,4.3,Excellent,1101,22,19,"Cafe, Continental, Pizza, Salad",700.0,4,Yes,No
Safe House,0,1,4.1,Excellent,1372,22,10,"Continental, North Indian, Chinese, Finger Food",900.0,4,No,Yes
Indigo X II P,0,0,4.6,Excellent,0,22,73,"Finger Food, Continental, Pizza, Asian, North Indian",1250.0,4,No,No
Moti Mahal Delux,1,1,4.0,Excellent,558,22,27,"North Indian, Mughlai",1000.0,4,Yes,Yes
Aasife & Brothers Biriyani Centre,1,0,3.9,Good,125,22,27,"Biryani, North Indian, South Indian, Chinese",600.0,4,Yes,No
Silbatti,0,1,3.9,Good,1554,22,27,North Indian,750.0,4,No,Yes
The Colony Gastropub,0,1,4.1,Excellent,512,22,28,"Modern Indian, Continental",1200.0,4,No,Yes
Kapoor's Cafe,0,0,4.0,Excellent,917,22,27,North Indian,800.0,4,No,No
The Punjabi Rasoi,0,0,4.0,Excellent,1829,22,27,North Indian,800.0,4,No,No
Hunger Swipe Restaurant,0,0,4.0,Excellent,0,22,27,"North Indian, Chinese",700.0,4,No,No
Tandoori Club,1,0,4.0,Excellent,0,22,27,"North Indian, Chinese, Continental",750.0,4,Yes,No
Beijing Bites,1,0,3.9,Good,400,22,27,"Chinese, Thai",850.0,4,Yes,No
Pazzo,1,0,4.3,Excellent,372,22,27,"American, Modern Indian, Italian, South Indian",700.0,4,Yes,No
Grapevine,1,1,4.1,Excellent,733,22,19,"Cafe, Continental, Italian, Beverages, Mediterranean",1200.0,4,Yes,Yes
Seven Ate Nine,1,1,4.3,Excellent,0,22,27,"North Indian, Steak, South Indian",700.0,4,Yes,Yes
Mughal Treat,1,0,4.0,Excellent,437,22,27,"North Indian, Chinese, Mughlai",600.0,4,Yes,No
Third Wave Coffee Roasters,1,0,4.2,Excellent,141,22,19,"Cafe, Continental",800.0,4,Yes,No
Purnabramha Maharashtrian Restaurant,1,0,3.7,Good,829,22,27,Maharashtrian,850.0,4,Yes,No
Sangam Sweets,1,0,3.9,Good,148,22,88,"Mithai, Street Food",200.0,4,Yes,No
HSR High Street,0,1,3.8,Good,320,22,27,"Hyderabadi, North Indian, South Indian, Biryani",800.0,4,No,Yes
La Estranger Cafe,1,0,3.8,Good,47,22,19,"Cafe, Burger, Sandwich, Beverages",500.0,4,Yes,No
Fish & Fries Restaurant,0,0,4.0,Excellent,648,22,27,"Continental, Seafood, Bengali, Fast Food",750.0,4,No,No
Rashtrakutas,1,1,4.0,Excellent,403,22,27,"South Indian, Biryani, North Indian",800.0,4,Yes,Yes
Caffe Pascucci,1,1,4.1,Excellent,720,22,19,"Cafe, Continental, Pizza, Italian, Beverages",950.0,4,Yes,Yes
Howlin Wolf,1,0,4.1,Excellent,93,22,27,"Italian, Mediterranean, European, Sandwich",700.0,4,Yes,No
Napoli Italian Bistro,1,1,4.1,Excellent,1060,22,28,"Italian, Mexican, Continental, Pizza",1200.0,4,Yes,Yes
Kumarakom,1,1,3.8,Good,1166,22,27,"Kerala, Seafood, South Indian, North Indian, Chinese",600.0,4,Yes,Yes
Zero Mile Punjab,1,1,4.1,Excellent,1338,22,27,"North Indian, Mughlai",800.0,4,Yes,Yes
Ziyan's Cafe 27th,0,1,4.0,Excellent,61,22,78,Kerala,300.0,4,No,Yes
Vintage Shack,1,1,3.9,Good,161,22,31,"North Indian, Continental",900.0,4,Yes,Yes
Bathinda Junction,1,1,4.0,Excellent,535,22,27,North Indian,600.0,4,Yes,Yes
Smally's Resto Cafe,1,0,4.0,Excellent,128,22,19,"Cafe, Italian, Burger, American, Steak",650.0,4,Yes,No
Parika Multicuisine & Coastal Fine Dine,1,1,3.9,Good,602,22,27,"Mangalorean, Seafood, North Indian, Chinese",1000.0,4,Yes,Yes
Helloo Delhi,1,1,3.9,Good,880,22,27,North Indian,1000.0,4,Yes,Yes
Kanti Sweets,1,0,3.8,Good,151,22,90,"Mithai, Street Food",400.0,4,Yes,No
New Gongura Grand,1,0,3.9,Good,368,22,27,"Andhra, Biryani, North Indian, Chinese",550.0,4,Yes,No
Soup'ermanz Kitchen,1,0,4.1,Excellent,439,22,19,"Cafe, Continental, Burger",750.0,4,Yes,No
Birinz,1,0,4.2,Excellent,78,22,27,"Biryani, Kebab, Fast Food",400.0,4,Yes,No
The Vape,1,0,4.0,Excellent,603,22,27,"Asian, Beverages",800.0,4,Yes,No
Mustard Food Court,0,0,3.9,Good,338,22,27,"North Indian, Chinese",500.0,4,No,No
Punjabi Nawabi,1,0,4.0,Excellent,987,22,27,North Indian,500.0,4,Yes,No
Sufra Restaurant,1,1,3.7,Good,112,22,27,"North Indian, Chinese",800.0,4,Yes,Yes
90's,0,0,3.0,Good,0,22,78,North Indian,200.0,4,No,No
Sichuan,1,0,4.0,Excellent,492,22,27,"Chinese, Asian, Seafood",800.0,4,Yes,No
Grilliez,1,0,4.1,Excellent,564,22,19,"Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages",600.0,4,Yes,No
Shanmukha,1,0,4.0,Excellent,988,22,27,"Biryani, Andhra, North Indian, Chinese",800.0,4,Yes,No
Gourmet Food Truck,1,0,3.8,Good,17,80,58,Chinese,200.0,4,Yes,No
Mishmash,1,0,3.9,Good,1245,22,28,"Mediterranean, Continental, North Indian, Mughlai, Salad",1400.0,4,Yes,No
Sunny Cafe & Kitchen,1,1,3.8,Good,499,22,22,"Cafe, Continental, Beverages, Desserts",700.0,4,Yes,Yes
Petoo,1,0,3.8,Good,115,22,27,"North Indian, Fast Food, Street Food",800.0,4,Yes,No
Kadal Da Meen,1,0,3.9,Good,117,22,27,"Biryani, Seafood",900.0,4,Yes,No
The Grub Central,1,1,4.0,Excellent,803,22,19,"Cafe, Italian, Continental",700.0,4,Yes,Yes
Empire Restaurant,1,0,3.9,Good,3833,22,27,"North Indian, Mughlai, South Indian, Chinese",750.0,4,Yes,No
Nanda's,1,0,2.9,Bad,361,22,27,"North Indian, Chinese, Andhra",450.0,4,Yes,No
House Stark Cafe,1,0,3.9,Good,44,22,19,"Cafe, Desserts, Fast Food, Burger",300.0,4,Yes,No
Matka,1,1,3.5,Good,27,22,27,"North Indian, Biryani",700.0,4,Yes,Yes
Cafe Mondo,1,0,3.6,Good,484,22,22,"Cafe, Italian, Pizza, Chinese",700.0,4,Yes,No
Dhaba Bytes,1,0,4.1,Excellent,131,22,27,North Indian,650.0,4,Yes,No
Azimmo Treat,1,0,3.8,Good,41,22,27,"North Indian, Chinese",700.0,4,Yes,No
Lounge 189,0,0,3.8,Good,157,22,61,"Continental, Italian",1300.0,4,No,No
Howrah Bridge,1,0,3.3,Good,292,22,27,"Bengali, Seafood",600.0,4,Yes,No
Krutunga,0,0,3.6,Good,289,22,27,"Andhra, Biryani",500.0,4,No,No
JFD Cafe,1,0,2.8,Bad,37,22,19,Cafe,400.0,4,Yes,No
Atithi,1,1,3.9,Good,224,22,27,"North Indian, Chinese, Street Food",800.0,4,Yes,Yes
Hatti Punjab Di,0,0,3.3,Good,24,22,27,"North Indian, Chinese",600.0,4,No,No
New Delicacy,1,0,3.7,Good,86,22,27,"Chinese, Thai, Momos",500.0,4,Yes,No
M.M Restaurant,1,0,3.9,Good,185,22,27,"Chinese, North Indian, Biryani",600.0,4,Yes,No
Rajesh Restaurant,1,1,3.5,Good,59,22,27,"North Indian, Chinese, South Indian, Continental",700.0,4,Yes,Yes
A2B - Adyar Ananda Bhavan,1,0,2.8,Bad,484,22,27,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,4,Yes,No
Keep It Straight Cafe,1,1,3.9,Good,202,22,19,"Cafe, North Indian, Fast Food",500.0,4,Yes,Yes
Luo Han,1,0,3.6,Good,777,22,27,"Chinese, Thai",500.0,4,Yes,No
Urvashi,1,0,4.5,Excellent,0,22,27,"South Indian, Chinese, Seafood, Biryani",600.0,4,Yes,No
New Prashanth Hotel,1,0,3.1,Good,53,22,27,"South Indian, Biryani, Chinese, North Indian",750.0,4,Yes,No
Sarvam,1,0,3.6,Good,121,22,27,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550.0,4,Yes,No
Biriyani Zone,1,0,3.9,Good,668,22,27,"Biryani, North Indian, Chinese, Seafood",800.0,4,Yes,No
Dindigul Time Pass Restaurant,1,0,3.2,Good,115,22,27,"South Indian, North Indian, Chinese, Biryani",700.0,4,Yes,No
Grigliato,1,0,3.9,Good,716,22,27,"Italian, Chinese, Continental, Steak",1000.0,4,Yes,No
The Spice Factory,1,0,3.1,Good,29,22,27,"North Indian, Mughlai, Chinese",550.0,4,Yes,No
Bindu Garden Bar & Restaurant,1,0,3.1,Good,36,22,27,"North Indian, Chinese",550.0,4,Yes,No
Canopy Flavours,0,0,2.6,Bad,49,22,19,"Cafe, Fast Food",450.0,4,No,No
Shri Madhuram,0,0,3.9,Good,371,22,27,"South Indian, North Indian",400.0,4,No,No
Vasudev Adiga's,0,0,3.7,Good,532,22,27,"South Indian, North Indian, Chinese, Street Food",250.0,4,No,No
Anjappar,0,0,2.9,Bad,304,22,27,"Chettinad, South Indian",650.0,4,No,No
Hotel Junior Kuppanna,1,0,3.1,Good,266,22,27,"Chettinad, South Indian",550.0,4,Yes,No
Fine Dine Restaurant,1,0,3.7,Good,56,22,27,"North Indian, Kerala, Chinese",750.0,4,Yes,No
Hotel Bismillah,0,0,3.7,Good,0,22,78,"Biryani, Chinese, Kebab, North Indian",400.0,4,No,No
Swathi Spice n Ice,1,0,3.5,Good,166,22,27,"Andhra, North Indian, Chinese",700.0,4,Yes,No
Aaranya Restaurant,1,0,3.4,Good,212,22,27,"North Indian, Chinese, Mughlai",800.0,4,Yes,No
Cinnamon,1,0,3.9,Good,450,22,27,"North Indian, Chinese, Biryani",550.0,4,Yes,No
Nandhini Deluxe,0,0,3.6,Good,95,22,27,"Andhra, North Indian",800.0,4,No,No
HSR Agarval Bhavan,1,0,3.2,Good,68,22,27,"South Indian, Street Food, Fast Food, Desserts, Beverages",400.0,4,Yes,No
Healthy Yummy Food Restaurant,1,0,3.6,Good,16,22,27,"Beverages, North Indian, Chinese, Italian",900.0,4,Yes,No
Punjabi Tadka,1,0,2.8,Bad,188,22,27,"North Indian, Chinese",400.0,4,Yes,No
The Open Cafe,1,0,3.7,Good,15,22,19,"Cafe, Chinese, Continental",500.0,4,Yes,No
Cafe Coffee Day,0,0,3.8,Good,36,22,19,Cafe,650.0,4,No,No
Reddy's Restaurant,1,0,3.7,Good,141,22,27,"Andhra, Biryani, South Indian, Chinese",500.0,4,Yes,No
Hotel Dine City,1,0,3.5,Good,83,22,27,"North Indian, South Indian, Chinese, Arabian",800.0,4,Yes,No
Kuttanadu,1,0,2.8,Bad,261,22,27,"Kerala, Chinese, Seafood, North Indian",700.0,4,Yes,No
That Garage Cafe,1,0,3.1,Good,102,22,19,"Cafe, Italian, Continental, European, Biryani, Chinese",650.0,4,Yes,No
Brimstone Cafe,1,1,4.0,Excellent,390,22,22,"Cafe, Continental, Salad, Italian",1300.0,4,Yes,Yes
Sree Abhiruchi,0,0,2.6,Bad,20,22,27,"Andhra, Biryani, North Indian",600.0,4,No,No
Feastaurant,1,0,3.7,Good,27,22,27,"Bengali, Chinese",800.0,4,Yes,No
